prompt,prompt_ko,subtitle,characters,scene_tag,style_tag,shot_type,duration,start_time,end_time,parent_scene
"flash of the eye at the paper window hole, now revealed as Steward No. Characters: Steward No (bent old steward in brown robe). Setting: Joseon mansion kitchen at dawn with a glowing furnace fire. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","며칠 전 밤, 창호지 구멍 너머에서 달래를 지켜보던 그림자가 누구였는지,","며칠 전 밤, 창호지 구멍 너머에서 달래를 지켜보던 그림자가 누구였는지, 이제 여러분은 아시게 되었을 겁니다",노청지기,kitchen_dawn,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,10.620,3565.010,3575.630,S027
"Juni barefoot hanging onto Steward No's arm as he raises the robe over the fire. Characters: Juni (7-year-old noble boy with red ribbon), Steward No (bent old steward in brown robe). Setting: Joseon mansion kitchen at dawn with a glowing furnace fire. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","준이가 맨발로 뛰쳐나갔어요 청지기가 도포를 아궁이 쪽으로 치켜든 찰나, ","준이가 맨발로 뛰쳐나갔어요 청지기가 도포를 아궁이 쪽으로 치켜든 찰나, 준이가 그 팔에 매달렸습니다 ""안 돼! 그건 할아버지 옷이야!""","준이,노청지기",kitchen_dawn,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,13.530,3575.630,3589.160,S027
"the robe falling, Juni hugging it and running across the frosty courtyard. Characters: Juni (7-year-old noble boy with red ribbon). Setting: noble mansion courtyard at blue dawn, frost on the ground. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",도포가 바닥으로 떨어졌어요 준이는 도포를 끌어안고 부엌 뒷문으로 내달렸습,도포가 바닥으로 떨어졌어요 준이는 도포를 끌어안고 부엌 뒷문으로 내달렸습니다 작은 발이 서리 내린 마당을 가로질렀지요,준이,courtyard_dawn,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.520,3589.160,3600.680,S027
"kitchen maids entering, Steward No stopping his chase. Characters: Steward No (bent old steward in brown robe). Setting: Joseon mansion kitchen at dawn with a glowing furnace fire. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",뒤에서 청지기가 이름을 부르는 소리가 들렸습니다 하지만 곧 부엌으로 찬모,뒤에서 청지기가 이름을 부르는 소리가 들렸습니다 하지만 곧 부엌으로 찬모들이 하나둘 들어서는 소리가 났어요 잔칫날 새벽이었으니까요,노청지기,kitchen_dawn,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.340,3600.680,3613.020,S027
"Juni crouching behind large soy sauce jars. Characters: Juni (7-year-old noble boy with red ribbon). Setting: jar terrace with large soy sauce jars behind a Joseon house, dawn. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",청지기는 더 쫓아오지 못했습니다 준이는 뒤꼍 장독대 뒤에 몸을 웅크렸어요,청지기는 더 쫓아오지 못했습니다 준이는 뒤꼍 장독대 뒤에 몸을 웅크렸어요,준이,jar_terrace,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,8.150,3613.020,3621.170,S027
"Juni hugging the robe tightly behind the jars, waiting. Characters: Juni (7-year-old noble boy with red ribbon). Setting: jar terrace with large soy sauce jars behind a Joseon house, dawn. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","도포를 품에 꼭 안은 채, 할아버지가 대청에 나오시기만을 기다렸습니다 새","도포를 품에 꼭 안은 채, 할아버지가 대청에 나오시기만을 기다렸습니다 새끼손가락에 건 약속이 있었으니까요",준이,jar_terrace,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.770,3621.170,3631.940,S027
"sunrise on the feast day, blue and red lanterns at the gate, awnings in the courtyard. Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","해가 떠올랐습니다 대감의 환갑 잔칫날이었지요 대문에는 청사초롱이 걸렸고,","해가 떠올랐습니다 대감의 환갑 잔칫날이었지요 대문에는 청사초롱이 걸렸고, 마당에는 차일이 쳐졌습니다",,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.970,3631.940,3643.910,S028
"guests arriving, steam rising from iron cauldrons in the kitchen. Setting: Joseon mansion kitchen with iron cauldrons, clay stove, firewood, steam. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",손님들이 하나둘 들어서기 시작했어요 부엌에서는 새벽부터 가마솥마다 김이 ,손님들이 하나둘 들어서기 시작했어요 부엌에서는 새벽부터 가마솥마다 김이 올랐습니다,,kitchen,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,9.450,3643.910,3653.360,S028
"close-up of red bean rice cakes steaming and mung bean pancakes sizzling. Setting: Joseon mansion kitchen with iron cauldrons, clay stove, firewood, steam. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","떡시루에서는 팥 시루떡이 익어 가고, 번철 위에서는 녹두전이 지글지글 소","떡시루에서는 팥 시루떡이 익어 가고, 번철 위에서는 녹두전이 지글지글 소리를 냈지요",,kitchen,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,8.530,3653.360,3661.890,S028
"tables piled with fruit and rice cakes under red cloth, spring sunlight. Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","대청에는 높이 괸 과일과 떡이 줄지어 놓였고, 붉은 보를 덮은 상 위로 ","대청에는 높이 괸 과일과 떡이 줄지어 놓였고, 붉은 보를 덮은 상 위로 봄볕이 비껴 들었어요",,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,8.890,3661.890,3670.780,S028
"noblemen in gat hats entering the gate, exchanging greetings. Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","대감의 벗들이 갓을 바로 쓰고 하나둘 대문을 들어서며, 서로 덕담을 주고","대감의 벗들이 갓을 바로 쓰고 하나둘 대문을 들어서며, 서로 덕담을 주고받았습니다",,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,7.600,3670.780,3678.380,S028
"two constables entering, Dallae dragged out of the sewing room. Characters: Dallae (young seamstress in faded white jeogori). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그런데 잔치 음식 냄새보다 먼저 대문을 넘은 것은, 관아의 포졸 둘이었습","그런데 잔치 음식 냄새보다 먼저 대문을 넘은 것은, 관아의 포졸 둘이었습니다 침방의 빗장이 풀리고, 달래가 끌려 나왔어요",달래,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.440,3678.380,3690.820,S028
"guests whispering, a constable taking out a straw rope. Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","손님들이 수군거렸습니다 잔칫날 아침에 도둑이라니, 이 무슨 일이냐고요 포","손님들이 수군거렸습니다 잔칫날 아침에 도둑이라니, 이 무슨 일이냐고요 포졸 하나가 포승줄을 꺼내 들었어요",,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.250,3690.820,3702.070,S028
"rope wrapping Dallae's wrists, Sundeok-eomeom crying into her apron. Characters: Dallae (young seamstress in faded white jeogori), Sundeok-eomeom (stout kitchen woman in apron). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",거친 새끼줄이 달래의 손목에 감기기 시작했습니다 순덕어멈은 부엌 문간에서,거친 새끼줄이 달래의 손목에 감기기 시작했습니다 순덕어멈은 부엌 문간에서 앞치마로 얼굴을 가린 채 울고만 있었지요,"달래,순덕어멈",courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.470,3702.070,3713.540,S028
"Kwak blocked by Steward No's glance, Lord Shim silent on the hall. Characters: Kwak (sunburnt broad-shouldered farm manager), Steward No (bent old steward in brown robe), Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",곽 마름은 한 걸음 나서려다 노 청지기의 눈길에 막혀 멈춰 섰습니다 그리,"곽 마름은 한 걸음 나서려다 노 청지기의 눈길에 막혀 멈춰 섰습니다 그리고 대청마루 위의 대감은, 아무 말이 없었어요","곽마름,노청지기,심대감",courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.760,3713.540,3725.300,S028
"Dallae looking up at the clear sky beyond the gate. Characters: Dallae (young seamstress in faded white jeogori). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",입술을 꾹 다문 채 달래를 내려다볼 뿐이었지요 누구도 달래를 구하지 않았,입술을 꾹 다문 채 달래를 내려다볼 뿐이었지요 누구도 달래를 구하지 않았습니다 달래는 고개를 들어 대문 밖 하늘을 한 번 올려다보았어요,달래,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,12.930,3725.300,3738.230,S028
"flashback: little Dallae standing by a jar terrace at dawn. Characters: Dallae (young seamstress in faded white jeogori). Setting: modest scholar's house in Joseon, soft faded memory tone. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","열두 살 그날도, 꼭 이렇게 맑은 날이었습니다 그날 새벽, 어린 달래는 ","열두 살 그날도, 꼭 이렇게 맑은 날이었습니다 그날 새벽, 어린 달래는 장독대 곁에 서 있었어요",달래,flashback_home,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,9.690,3738.230,3747.920,S028
"flashback: a constable's large hand on the little girl's shoulder. Characters: Dallae (young seamstress in faded white jeogori). Setting: modest scholar's house in Joseon, soft faded memory tone. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","포졸의 커다란 손이 어깨를 누르고, 낯선 목소리가 귓가에서 물었지요","포졸의 커다란 손이 어깨를 누르고, 낯선 목소리가 귓가에서 물었지요",달래,flashback_home,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,6.710,3747.920,3754.630,S028
"flashback: constables rushing behind the jars, a scholar dragged out. Setting: modest scholar's house in Joseon, soft faded memory tone. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","달래가 무어라 대답하자 포졸들이 장독대 뒤로 몰려갔고, 잠시 뒤 아버지가","달래가 무어라 대답하자 포졸들이 장독대 뒤로 몰려갔고, 잠시 뒤 아버지가 마당으로 끌려 나왔습니다",,flashback_home,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,9.560,3754.630,3764.190,S028
"flashback: the father looking back at his daughter as he is taken away. Characters: Dallae (young seamstress in faded white jeogori). Setting: modest scholar's house in Joseon, soft faded memory tone. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","아버지는 끌려가면서도 달래를 돌아보았어요 그 눈빛이 무슨 뜻이었는지, 달","아버지는 끌려가면서도 달래를 돌아보았어요 그 눈빛이 무슨 뜻이었는지, 달래는 열두 해가 지나도록 알지 못했습니다",달래,flashback_home,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,12.030,3764.190,3776.220,S028
"Juni bursting out from behind the jar terrace shouting. Characters: Juni (7-year-old noble boy with red ribbon). Setting: jar terrace with large soy sauce jars behind a Joseon house, dawn. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그 뒤로 달래는 장독대만 보아도 걸음을 돌렸지요 바로 그때였어요 ""할아버","그 뒤로 달래는 장독대만 보아도 걸음을 돌렸지요 바로 그때였어요 ""할아버지!"" 뒤꼍 장독대 쪽에서 작은 아이 하나가 튀어나왔습니다",준이,jar_terrace,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,13.370,3776.220,3789.590,S028
"Juni with muddy bare feet running with the indigo robe in his arms. Characters: Juni (7-year-old noble boy with red ribbon). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","준이였지요 맨발은 흙투성이였고, 두 팔에는 쪽빛 도포가 꼭 안겨 있었어요","준이였지요 맨발은 흙투성이였고, 두 팔에는 쪽빛 도포가 꼭 안겨 있었어요",준이,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,8.460,3789.590,3798.050,S028
"Juni climbing onto the hall and pushing the robe into his grandfather's arms. Characters: Juni (7-year-old noble boy with red ribbon), Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","준이는 마당을 가로질러 대청 위로 뛰어올라, 할아버지 품에 도포를 안겼습","준이는 마당을 가로질러 대청 위로 뛰어올라, 할아버지 품에 도포를 안겼습니다 ""할아버지, 이거 입어요. 오늘 꼭 입으셔야 한대요.""","준이,심대감",courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,12.370,3798.050,3810.420,S028
"the courtyard silent, Steward No turning pale. Characters: Steward No (bent old steward in brown robe). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",마당이 쥐 죽은 듯 조용해졌어요 노 청지기의 얼굴에서 핏기가 가셨습니다 ,마당이 쥐 죽은 듯 조용해졌어요 노 청지기의 얼굴에서 핏기가 가셨습니다 대감은 영문을 모른 채 도포를 받아 들었어요,노청지기,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,11.980,3810.420,3822.400,S028
"Lord Shim putting on the robe, pausing as he feels the lining. Characters: Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",그리고 손자의 성화에 못 이겨 소매에 팔을 꿰었지요 옷깃을 여미던 대감의,그리고 손자의 성화에 못 이겨 소매에 팔을 꿰었지요 옷깃을 여미던 대감의 손이 멈췄습니다 안감 어딘가가 까슬까슬했던 겁니다,심대감,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.690,3822.400,3835.090,S028
"Dallae with rope half-wrapped stepping forward toward the hall. Characters: Dallae (young seamstress in faded white jeogori). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그때였습니다 포승줄이 손목에 반쯤 감긴 채 서 있던 달래가, 대청을 향해","그때였습니다 포승줄이 손목에 반쯤 감긴 채 서 있던 달래가, 대청을 향해 한 걸음 나섰어요 그리고 입을 열었습니다",달래,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.470,3835.090,3846.560,S029
"Dallae speaking clearly for the first time, everyone freezing. Characters: Dallae (young seamstress in faded white jeogori), Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""대감마님. 그 도포를 잠시만 벗어 주십시오."" 맑고 또렷한 목소리였어요","""대감마님. 그 도포를 잠시만 벗어 주십시오."" 맑고 또렷한 목소리였어요 마당에 있던 모든 사람이 얼어붙었습니다","달래,심대감",courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,11.670,3846.560,3858.230,S029
"the rope slipping from the constable's hand, Sundeok-eomeom dropping her apron, Kwak open-mouthed. Characters: Sundeok-eomeom (stout kitchen woman in apron), Kwak (sunburnt broad-shouldered farm manager). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","포졸의 손에서 포승줄이 스르르 풀렸지요 순덕어멈이 앞치마를 떨어뜨렸고, ","포졸의 손에서 포승줄이 스르르 풀렸지요 순덕어멈이 앞치마를 떨어뜨렸고, 곽 마름은 입을 벌린 채 굳어 버렸습니다","순덕어멈,곽마름",courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,10.690,3858.230,3868.920,S029
"Lord Shim's voice cracking in shock. Characters: Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","삼 년 동안 말 못 하는 줄로만 알았던 침모가, 말을 한 겁니다 대감이 ","삼 년 동안 말 못 하는 줄로만 알았던 침모가, 말을 한 겁니다 대감이 한참 만에 입을 열었어요 목소리가 조금 갈라져 있었지요",심대감,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,11.950,3868.920,3880.870,S029
"Lord Shim asking, Dallae looking straight up at him. Characters: Lord Shim (elderly nobleman with white beard), Dallae (young seamstress in faded white jeogori). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""너, 말을 할 줄 아느냐?"" 달래는 대감의 눈을 똑바로 올려다보았습니다","""너, 말을 할 줄 아느냐?"" 달래는 대감의 눈을 똑바로 올려다보았습니다","심대감,달래",courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,6.900,3880.870,3887.770,S029
"Dallae speaking firmly, Lord Shim slowly taking off the robe. Characters: Dallae (young seamstress in faded white jeogori), Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""안감을 뜯어 보시면, 이 집의 쌀이 어디로 사라졌는지 아시게 될 것입니","""안감을 뜯어 보시면, 이 집의 쌀이 어디로 사라졌는지 아시게 될 것입니다."" 달래는 더 말하지 않았어요 대감은 천천히 도포를 벗었습니다","달래,심대감",courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,13.860,3887.770,3901.630,S029
"Lord Shim cutting the lining seam with a small silver knife. Characters: Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그리고 허리춤의 작은 은장도를 꺼내, 안감의 솔기를 한 땀 한 땀 끊어 ","그리고 허리춤의 작은 은장도를 꺼내, 안감의 솔기를 한 땀 한 땀 끊어 냈지요",심대감,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,7.100,3901.630,3908.730,S029
"close-up of the opened lining full of red and blue stitches. Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","안감이 벌어지자, 그 안쪽 가득 붉은 실과 푸른 실이 촘촘히 수놓여 있었","안감이 벌어지자, 그 안쪽 가득 붉은 실과 푸른 실이 촘촘히 수놓여 있었습니다",,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,7.610,3908.730,3916.340,S029
"extreme close-up of big knots, small stitches, and tiny butterfly knots in rows. Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","굵은 매듭, 가는 땀, 그리고 군데군데 작은 나비 매듭이 줄지어 늘어서 ","굵은 매듭, 가는 땀, 그리고 군데군데 작은 나비 매듭이 줄지어 늘어서 있었지요 대감의 눈이 그 바늘땀을 따라 움직이기 시작했어요",,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.620,3916.340,3928.960,S029
"Lord Shim's sharp calculating eyes following the stitches. Characters: Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",한때 셈판 대감이라 불리던 사람의 눈이었습니다,한때 셈판 대감이라 불리던 사람의 눈이었습니다,심대감,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,4.360,3928.960,3933.320,S029
"Dallae kneeling below the hall explaining the stitches. Characters: Dallae (young seamstress in faded white jeogori). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","달래가 대청 아래에 무릎을 꿇고, 바늘땀 하나하나를 풀어 말했습니다","달래가 대청 아래에 무릎을 꿇고, 바늘땀 하나하나를 풀어 말했습니다",달래,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,6.280,3933.320,3939.600,S030
"Dallae pointing at red and blue threads. Characters: Dallae (young seamstress in faded white jeogori). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""붉은 실은 곳간에 실제로 들어온 섬 수입니다. 푸른 실은 추수기에 적힌","""붉은 실은 곳간에 실제로 들어온 섬 수입니다. 푸른 실은 추수기에 적힌 섬 수입니다",달래,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,8.640,3939.600,3948.240,S030
"Dallae pointing at the butterfly knots. Characters: Dallae (young seamstress in faded white jeogori). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","굵은 매듭 하나가 열 섬, 가는 땀 하나가 한 섬입니다 나비 매듭은 한밤","굵은 매듭 하나가 열 섬, 가는 땀 하나가 한 섬입니다 나비 매듭은 한밤중 뒷문으로 달구지가 나간 날입니다. 모두 세 해 치입니다.""",달래,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,13.590,3948.240,3961.830,S030
"Kwak presenting three notebooks with both hands. Characters: Kwak (sunburnt broad-shouldered farm manager), Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",대감이 곽 마름을 불렀어요 곽 마름이 품에서 세 권의 수첩을 꺼내 두 손,대감이 곽 마름을 불렀어요 곽 마름이 품에서 세 권의 수첩을 꺼내 두 손으로 바쳤지요,"곽마름,심대감",courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,8.500,3961.830,3970.330,S030
"the ledger and notebooks spread side by side on the hall. Characters: Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",대감은 사랑채의 추수기를 가져오게 해 수첩과 나란히 펼쳤습니다 해마다 서,대감은 사랑채의 추수기를 가져오게 해 수첩과 나란히 펼쳤습니다 해마다 서른 섬 가까이가 수첩과 장부 사이에서 사라져 있었어요,심대감,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.620,3970.330,3982.950,S030
"Lord Shim tracing between notebook, ledger, and stitches. Characters: Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",바늘땀이 가리키는 숫자와 한 치도 어긋나지 않았습니다 대감은 수첩과 장부,"바늘땀이 가리키는 숫자와 한 치도 어긋나지 않았습니다 대감은 수첩과 장부, 그리고 안감의 바늘땀을 번갈아 짚었어요",심대감,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.450,3982.950,3994.400,S030
"Lord Shim's face darkening year by year. Characters: Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","한 해, 또 한 해 손가락이 옮겨 갈 때마다 대감의 얼굴빛이 조금씩 어두","한 해, 또 한 해 손가락이 옮겨 갈 때마다 대감의 얼굴빛이 조금씩 어두워졌지요",심대감,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,9.160,3994.400,4003.560,S030
"guests holding their breath watching the hall. Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",잔치에 온 손님들도 숨을 죽인 채 대청을 올려다보았습니다 한때 나라의 곳,"잔치에 온 손님들도 숨을 죽인 채 대청을 올려다보았습니다 한때 나라의 곳간을 셈하던 대감이, 제 집 곳간의 셈을 이제야 맞추고 있었던 겁니다",,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,13.830,4003.560,4017.390,S030
"Lord Shim asking coldly, no one answering. Characters: Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","""곽 마름의 수첩을 추수기에 옮겨 적은 사람이 누구냐."" 대감의 물음에 ","""곽 마름의 수첩을 추수기에 옮겨 적은 사람이 누구냐."" 대감의 물음에 아무도 대답하지 않았어요 모두가 알고 있었으니까요",심대감,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,11.790,4017.390,4029.180,S030
